Date;Time;event_Tracer;Alt;Spd;Rpm;Tk;Tk Friction;Odo;FuelAvg;BoostP;ExhaustP;AdmTemp;Regen Status;NoxIn;NoxOut;DOC In;DOC out;DPF out;SCR out;DpfMaxTemp;UrLv;UrTemp;UrQlty;SootLoad;Acl Pos;Eng.Temp;Amb.Temp;Seq
19/11/24 ; 02:35:07;;289,7;60,3;2226;79;15;57477625;5,00;150;251,99;50;131;1334,0;19,9;;;;0,00;422,00;;;;;100;;;
19/11/24 ; 02:35:12;;289,4;53,6;1980;59;13;57477750;5,00;;172,06;;;668,8;19,0;;;;;;;;32,0;;47;;;
19/11/24 ; 02:35:15;;293,2;54,0;2002;83;13;57477750;5,00;148;241,78;49;131;1534,0;14,6;;;;0,00;423,28;92,4;26;;;76;;;
19/11/24 ; 02:35:17;;295,2;55,8;2050;82;14;57477750;5,00;148;244,56;49;131;1395,1;17,3;;;418,68;;423,28;92,4;26;32,0;;98;;;
19/11/24 ; 02:35:22;;305,0;46,5;1756;9;;57477875;5,00;0;46,09;50;;82,7;30,4;;;;0,00;417,00;;;;;25;;;
19/11/24 ; 02:35:25;;309,1;43,2;1604;47;;57477875;5,00;34;187,75;51;131;420,2;15,4;;;419,18;;415,87;92,4;26;;;44;91;;
19/11/24 ; 02:35:28;;312,1;44,6;1637;86;12;57477875;5,00;;212,71;;;913,5;14,9;;;419,18;0,00;;;;;;99;;;
19/11/24 ; 02:35:31;;313,7;46,5;1713;86;12;57478000;5,00;150;223,37;48;131;1469,6;13,1;;;420,59;0,00;411,18;;;;;100;;;
19/11/24 ; 02:35:34;;318,9;48,8;1786;87;13;57478000;5,00;;218,84;;;1528,9;13,6;;;420,59;;;;;;;100;;25,25;
19/11/24 ; 02:35:39;;321,1;51,7;1911;84;13;57478125;5,00;;227,21;;131;1650,6;15,8;;;417,68;0,00;404,78;92,4;26;;;100;;;
19/11/24 ; 02:35:44;;319,3;54,2;2000;82;13;57478125;5,00;;231,71;;;1449,9;17,3;;;;0,00;;;;;;100;;25,12;
19/11/24 ; 02:35:48;;315,3;55,6;2053;81;;57478250;5,00;;238,21;;131;1411,9;19,5;;;412,28;0,00;413,18;;;32,0;;100;;;
19/11/24 ; 02:35:50;;319,7;56,0;2080;81;14;57478250;5,00;;241,71;;;1443,3;20,0;;;412,28;;413,18;;;32,0;;100;;25,06;
19/11/24 ; 02:35:54;;326,5;57,5;2114;80;;57478375;5,00;150;249,59;51;;1398,6;21,7;;;411,87;0,00;419,87;92,4;26;;;100;91;;
19/11/24 ; 02:35:59;;336,0;59,0;2208;79;;57478375;5,00;;251,99;;;1421,3;23,8;;;413,00;0,00;;;;32,0;;100;;;
19/11/24 ; 02:36:04;;340,8;61,1;2251;79;15;57478500;5,00;150;251,99;51;131;1404,5;24,3;;;417,09;;426,09;92,4;26;32,0;;100;;24,87;
19/11/24 ; 02:36:09;;345,8;57,5;2126;0;15;57478500;5,00;26;67,21;51;131;526,9;37,3;;;422,59;0,00;429,87;92,4;26;;;17;;24,90;
19/11/24 ; 02:36:12;;351,3;51,2;1886;41;11;57478625;5,00;;188,93;;;534,2;3,2;;;422,37;;;;;;;55;;;
19/11/24 ; 02:36:14;;356,8;49,8;1831;57;11;57478625;5,00;;224,68;;;911,7;17,8;;;;0,00;;;;;;57;;25,12;
19/11/24 ; 02:36:17;;360,4;51,5;1908;84;;57478625;5,00;148;231,37;50;131;1577,1;10,8;;;;0,00;428,68;92,4;26;;;100;;;
19/11/24 ; 02:36:22;;372,7;55,1;2034;82;14;57478750;5,00;;243,56;;;1387,2;17,3;;;;0,00;;;;32,0;;100;;25,03;
19/11/24 ; 02:36:27;;381,2;56,7;2101;81;14;57478750;5,00;148;243,96;51;131;1403,3;18,4;;;427,87;;418,28;92,4;26;32,0;;100;92;;15244
19/11/24 ; 02:36:32;;390,8;58,8;2159;80;14;57478875;5,00;150;247,37;52;131;1420,2;19,9;;;425,68;0,00;422,18;92,4;26;;;100;;;
19/11/24 ; 02:36:37;;402,1;60,1;2210;79;15;57479000;5,00;;251,99;;;1343,9;22,7;;;;0,00;;;;32,0;;100;;24,81;
19/11/24 ; 02:36:42;;410,8;57,3;2124;80;14;57479125;5,00;72;239,68;52;131;1353,2;4,9;;;423,59;;429,50;92,4;26;32,0;;100;;;
19/11/24 ; 02:36:45;;409,9;57,8;2130;80;14;57479125;5,00;;246,00;;;1359,7;23,3;;;;0,00;;;;;;100;;24,78;
19/11/24 ; 02:36:50;;410,1;57,8;2130;80;14;57479250;5,00;148;249,56;52;131;1412,0;23,9;;;427,59;;432,09;92,4;26;32,0;;100;;;
19/11/24 ; 02:36:55;;415,7;56,0;2065;81;14;57479250;5,00;146;237,65;52;131;1443,0;24,9;;;;0,00;433,28;92,4;26;;;100;93;;
19/11/24 ; 02:37:00;;421,8;40,8;1560;13;22;57479375;5,00;;56,90;;;42,0;10,4;;;430,59;;;;;32,0;;20;;;
19/11/24 ; 02:37:03;;423,9;36,2;1363;55;;57479375;5,00;100;146,75;52;131;1194,9;5,5;;;;0,00;434,09;;;;;44;;24,96;
19/11/24 ; 02:37:05;;425,6;36,2;1336;83;;57479375;5,00;126;146,75;51;131;1253,1;14,7;;;;0,00;434,28;92,4;26;;;99;93;;
19/11/24 ; 02:37:07;;424,1;36,8;1382;85;11;57479375;5,00;126;197,71;51;131;1287,4;13,2;;;430,28;;434,28;92,4;26;32,0;;100;93;;
19/11/24 ; 02:37:09;;424,0;40,5;1498;85;12;57479500;5,00;;208,31;;;1350,9;14,7;;;430,28;0,00;;;;32,0;;100;;24,90;
19/11/24 ; 02:37:12;;426,8;43,8;1619;85;12;57479500;5,00;150;210,09;50;131;1443,6;13,6;;;;0,00;434,00;92,4;26;;;100;92;;
19/11/24 ; 02:37:17;;429,2;50,5;1848;85;13;57479500;5,00;;223,28;;;1568,4;13,2;;;;;;;;32,0;;100;;24,75;
19/11/24 ; 02:37:21;;433,6;53,0;1963;83;13;57479625;5,00;144;230,96;50;131;1574,7;15,8;;;;0,00;433,37;92,4;26;;;97;;;
19/11/24 ; 02:37:24;;433,1;54,1;2001;82;14;57479625;5,00;144;234,25;50;131;1464,0;16,3;;;434,68;;433,37;92,4;26;32,0;;100;;;
19/11/24 ; 02:37:27;;436,9;55,5;2042;82;14;57479625;5,00;148;236,09;51;;1416,9;17,9;;;;0,00;;;;;;100;;;
19/11/24 ; 02:37:32;;436,9;48,1;1802;43;12;57479750;5,00;;180,25;;;431,2;13,9;;;434,78;;;92,4;26;32,0;;45;;24,84;
19/11/24 ; 02:37:34;;439,0;47,5;1710;57;11;57479750;5,00;;188,62;;;781,2;15,1;;;;0,00;;;;;;53;;24,84;
19/11/24 ; 02:37:36;;440,6;45,2;1672;85;11;57479875;5,00;148;204,75;50;;1450,5;3,3;;;;0,00;437,37;92,4;26;;;100;91;;
19/11/24 ; 02:37:39;;441,1;45,5;1683;86;12;57479875;5,00;148;212,96;50;;1473,8;66,9;;;434,87;;437,37;92,4;26;32,0;;100;91;24,81;
19/11/24 ; 02:37:43;;438,5;47,8;1768;86;13;57479875;5,00;148;223,96;50;131;1500,6;98,0;;;;0,00;430,37;92,4;26;;;100;;24,81;
19/11/24 ; 02:37:48;;442,1;50,5;1864;85;;57480000;5,00;;222,21;;;1612,3;21,3;;;436,37;0,00;;;;32,0;;100;;;
19/11/24 ; 02:37:51;;443,2;50,7;1886;84;;57480000;5,00;148;226,68;50;131;1644,0;17,4;;;;0,00;428,50;92,4;26;;;100;;;
19/11/24 ; 02:37:53;;443,6;52,0;1921;84;13;57480000;5,00;148;225,18;50;131;1637,3;17,9;;;434,78;0,00;428,50;92,4;26;32,0;;100;;;
19/11/24 ; 02:37:56;;447,1;54,2;1997;82;13;57480125;5,00;;236,25;;;1459,8;16,9;;;;0,00;;;;32,0;;100;;24,68;
19/11/24 ; 02:38:01;;453,7;55,1;2040;82;14;57480125;5,00;148;234,62;50;;1436,6;16,3;;;432,68;;436,50;92,4;26;;;100;91;;
19/11/24 ; 02:38:06;;458,6;56,1;2070;81;;57480250;5,00;146;239,53;50;131;1448,7;18,4;;;;0,00;440,00;;;;;100;;;
19/11/24 ; 02:38:11;;465,8;56,8;2107;65;14;57480375;5,00;;218,06;;;1402,2;20,5;;;;0,00;;;;;;58;;24,43;
19/11/24 ; 02:38:13;;467,8;55,5;2054;82;14;57480375;5,00;156;251,99;50;131;1110,7;25,4;;;;0,00;442,68;92,4;26;;;100;91;;
19/11/24 ; 02:38:15;;470,2;56,1;2069;81;14;57480375;5,00;156;240,50;50;131;1441,3;16,8;;;438,09;;442,68;92,4;26;;;100;91;;
19/11/24 ; 02:38:20;;474,3;60,0;2225;79;15;57480500;5,00;;251,99;;;1318,7;19,9;;;;0,00;;;;;;100;;24,37;
19/11/24 ; 02:38:25;;478,9;62,5;2297;78;15;57480500;5,00;150;251,99;50;;1364,9;19,4;;;441,50;;441,18;;;;;100;91;24,34;15245
19/11/24 ; 02:38:28;;481,6;62,6;2316;78;15;57480625;5,00;152;251,99;49;131;1357,1;19,4;;;;0,00;442,00;92,4;26;;;100;;24,34;
19/11/24 ; 02:38:32;;484,6;60,5;2235;51;16;57480625;5,00;;251,99;;131;840,2;30,5;;;443,00;;;92,4;26;;;58;;;
19/11/24 ; 02:38:37;;489,9;56,7;2059;35;13;57480750;5,00;;175,59;;;764,7;26,2;;;;0,00;;;;;;47;;;
19/11/24 ; 02:38:40;;491,5;57,0;2080;81;15;57480750;5,00;144;195,21;49;131;1388,0;4,9;;;;0,00;438,68;92,4;26;;;100;91;;
19/11/24 ; 02:38:42;;493,3;57,5;2127;80;15;57480875;5,00;144;246,09;49;131;1305,2;14,6;;;442,87;;438,68;92,4;26;32,0;;100;91;;
19/11/24 ; 02:38:44;;494,8;57,6;2144;80;14;57480875;5,00;;248,15;;;1390,6;17,3;;;442,87;;;;;32,0;;100;;;
19/11/24 ; 02:38:46;;496,3;58,5;2171;80;14;57480875;5,00;;251,99;;;1365,2;18,4;;;;0,00;;;;;;100;;;
19/11/24 ; 02:38:50;;499,4;58,3;2156;80;14;57481000;5,00;150;251,78;49;131;1361,1;20,5;;;441,37;;427,28;92,4;26;32,0;;100;91;;
19/11/24 ; 02:38:55;;503,3;60,3;2224;79;14;57481000;5,00;148;251,99;49;131;1368,6;21,2;;;;0,00;429,18;92,4;26;;;100;91;;
19/11/24 ; 02:39:00;;507,5;59,5;2183;29;13;57481125;5,00;;153,50;;;682,7;33,4;;;;0,00;;;;;;44;;;
19/11/24 ; 02:39:02;;509,2;55,0;2066;47;12;57481125;5,00;106;242,43;50;;761,5;23,8;;;431,87;0,00;434,87;;;;;56;91;;
19/11/24 ; 02:39:07;;513,2;54,1;2011;82;14;57481250;5,00;;237,96;;;1421,2;15,8;;;;0,00;;;;;;82;;24,18;
19/11/24 ; 02:39:12;;517,0;45,7;1688;0;12;57481250;5,00;;210,62;;131;72,8;12,3;;;432,59;;431,87;;;32,0;;0;;;
19/11/24 ; 02:39:15;;517,4;34,1;2015;26;10;57481375;5,00;;192,68;;;311,5;14,9;;;;0,00;;;;;;99;;24,40;
19/11/24 ; 02:39:17;;517,2;37,5;2111;81;14;57481375;5,00;;251,99;;131;1396,1;-3,8;;;431,00;0,00;424,37;92,4;26;;;98;;;
19/11/24 ; 02:39:19;;517,6;38,8;2270;78;15;57481375;5,00;;251,99;;131;1303,8;10,3;;;431,00;;424,37;92,4;26;32,0;;94;;;
19/11/24 ; 02:39:21;;521,2;41,1;2383;59;15;57481375;5,00;;242,25;;;1271,3;9,7;;;;;;;;32,0;;64;;24,18;
19/11/24 ; 02:39:23;;523,9;41,0;2347;43;;57481375;5,00;;232,09;;;854,2;17,1;;;;0,00;;;;;;56;;24,18;
19/11/24 ; 02:39:25;;526,0;39,7;2286;50;16;57481500;5,00;124;232,09;49;131;823,4;12,9;;;;0,00;418,87;92,4;26;;;63;90;;
19/11/24 ; 02:39:27;;527,7;41,0;2393;77;16;57481500;5,00;124;251,99;49;131;990,0;7,9;;;431,09;;418,87;92,4;26;32,0;;100;90;;
19/11/24 ; 02:39:32;;534,0;44,2;1610;86;10;57481500;5,00;64;203,75;49;131;105,0;-30,1;;;426,59;;413,00;92,4;26;;;100;;;
19/11/24 ; 02:39:37;;537,7;50,0;1826;86;12;57481625;5,00;;217,34;;;1447,1;13,2;;;424,18;;;;;32,0;;100;;24,15;
19/11/24 ; 02:39:42;;540,6;55,6;2108;80;14;57481625;5,00;150;246,81;48;131;1327,5;13,6;;;419,37;;408,28;92,4;26;;;100;;;
19/11/24 ; 02:39:47;;545,5;62,0;2269;78;15;57481750;5,00;;251,99;;;1400,6;12,5;;;;0,00;;;;;;100;;;
19/11/24 ; 02:39:52;;549,8;65,8;2475;77;;57481875;5,00;;251,99;;;1293,2;13,0;;;414,78;;;;;;;100;;23,90;
19/11/24 ; 02:39:57;;552,3;69,0;1916;84;;57481875;5,00;60;251,99;49;;421,8;-17,3;;;417,78;;429,09;92,4;26;32,0;;100;91;;
19/11/24 ; 02:40:02;;554,8;71,3;1981;83;13;57482000;5,00;146;226,18;49;131;1482,8;16,3;;;;0,00;432,00;92,4;26;;;100;92;23,96;
19/11/24 ; 02:40:07;;558,6;74,6;2066;81;13;57482125;5,00;;239,62;;131;1457,3;17,3;;;424,68;;433,09;92,4;26;32,0;;85;;23,87;
19/11/24 ; 02:40:12;;561,5;76,3;2122;80;14;57482250;5,00;;241,93;;131;1426,9;16,2;;;429,59;;435,78;;;32,0;;80;;;
19/11/24 ; 02:40:17;;569,5;76,6;2118;43;;57482375;5,00;108;226,50;49;131;1049,2;20,0;;;;0,00;438,78;92,4;26;;;53;;23,87;
19/11/24 ; 02:40:22;;575,6;73,5;2039;57;14;57482500;5,00;;242,09;;;893,2;10,0;;;434,59;0,00;;92,4;26;32,0;;58;;;
19/11/24 ; 02:40:27;;579,7;72,7;2013;62;;57482500;5,00;146;235,71;50;131;952,7;10,5;;;437,50;;435,50;92,4;26;32,0;;60;92;;
19/11/24 ; 02:40:32;;581,2;70,0;1936;35;12;57482625;5,00;;156,03;;131;641,8;13,4;;;;0,00;;;;;;42;;23,68;15246
19/11/24 ; 02:40:37;;584,1;58,8;1627;0;;57482750;5,00;;89,34;;131;204,9;10,5;;;435,68;;418,59;92,4;26;32,0;;13;;;
19/11/24 ; 02:40:42;;587,4;41,8;1567;0;7;57482750;5,00;2;81,62;51;131;30,5;8,4;;;433,00;;410,37;92,4;26;;;0;;;
19/11/24 ; 02:40:47;;587,7;10,5;762;10;6;57482875;5,00;;11,68;;;222,9;8,9;;;;0,00;;;;;;0;;24,06;
19/11/24 ; 02:40:52;;588,0;0,0;756;9;6;57482875;5,00;;10,75;;131;282,3;10,6;;;429,37;;401,37;;;32,0;;0;;;
19/11/24 ; 02:40:57;;589,3;0,0;751;10;6;57482875;5,00;4;12,21;51;131;286,6;10,6;;;;0,00;395,50;92,4;26;;;0;;;
19/11/24 ; 02:41:02;;590,6;3,6;1347;54;9;57482875;5,00;68;84,84;51;;945,5;-2,7;;;;0,00;;;;;;44;;24,37;
19/11/24 ; 02:41:07;;591,7;18,1;1693;79;9;57482875;5,00;;251,99;;131;246,9;-16,8;;;425,87;;;92,4;26;32,0;;100;;24,87;
19/11/24 ; 02:41:12;;593,7;32,5;1943;84;13;57482875;5,00;118;251,99;50;;1164,1;-4,3;;;419,09;0,00;379,50;92,4;26;32,0;;100;89;;
19/11/24 ; 02:41:17;;599,2;45,5;1741;70;12;57483000;5,00;;178,37;;;131,3;36,3;;;;0,00;;;;;;100;;24,40;
19/11/24 ; 02:41:22;;595,2;63,5;2273;78;14;57483000;5,00;;251,99;;131;1275,5;16,2;;;402,59;;380,28;;;;;100;;24,31;
19/11/24 ; 02:41:27;;591,1;73,3;2019;82;15;57483125;5,00;68;234,65;50;131;813,1;-2,2;;;391,68;;392,00;92,4;26;32,0;;100;92;;
19/11/24 ; 02:41:32;;591,1;78,8;2203;79;14;57483250;5,00;;251,09;;;1278,7;23,3;;;;0,00;;;;;;100;;24,21;
19/11/24 ; 02:41:37;;598,6;79,6;2201;79;;57483375;5,00;148;251,65;50;131;1397,1;24,9;;;392,00;;403,59;92,4;26;32,0;;100;91;;
19/11/24 ; 02:41:42;;606,7;76,5;2125;80;14;57483500;5,00;146;247,56;51;;1427,2;26,0;;;;0,00;412,28;92,4;26;;;100;92;;
19/11/24 ; 02:41:47;;612,0;75,2;2078;81;14;57483625;5,00;;233,90;;;1388,4;27,1;;;;0,00;;;;;;100;;23,96;
19/11/24 ; 02:41:52;;619,4;73,0;2029;82;13;57483625;4,97;148;230,25;51;131;1430,7;23,9;;;;0,00;422,09;92,4;26;;;100;;;
19/11/24 ; 02:41:57;;628,4;70,3;1950;83;13;57483750;4,97;;228,56;;;1503,8;21,3;;;412,28;;;92,4;26;;;100;;23,87;
19/11/24 ; 02:42:02;;632,1;71,5;1987;82;13;57483875;4,96;148;231,40;51;131;1503,9;19,6;;;419,18;;428,87;;;32,0;;100;;;
19/11/24 ; 02:42:07;;632,4;78,0;2170;80;14;57484000;4,97;;246,78;;;1397,7;15,2;;;;0,00;;;;;;100;;23,78;
19/11/24 ; 02:42:12;;625,0;80,5;1744;0;10;57484125;4,97;;68,28;;;448,6;7,6;;;424,59;0,00;;;;;;0;;;
19/11/24 ; 02:42:17;;617,0;83,5;1800;0;22;57484250;4,96;4;251,99;53;131;14,2;11,8;;;423,68;;432,50;;;32,0;;0;;;
19/11/24 ; 02:42:22;;608,5;84,0;1793;0;21;57484250;4,96;2;251,99;55;131;7,0;7,8;;;;0,00;430,18;;;;;0;;24,15;
19/11/24 ; 02:42:25;;605,8;85,8;1856;27;21;57484375;4,96;2;129,68;55;131;40,9;2,5;;;422,59;;430,18;92,4;26;;;37;;;
19/11/24 ; 02:42:28;;604,9;91,0;1938;43;9;57484500;4,96;;98,90;;131;685,6;-2,1;;;422,59;0,00;;;;;;46;;24,09;
19/11/24 ; 02:42:33;;604,0;83,5;1797;0;;57484625;4,96;12;251,99;48;131;14,2;7,8;;;426,78;;428,18;92,4;26;32,0;;0;;24,09;
19/11/24 ; 02:42:36;;604,7;80,0;1732;81;;57484625;5,00;;203,31;;;317,1;-42,7;;;;0,00;;;;;;100;;24,09;
19/11/24 ; 02:42:39;;605,9;81,8;1757;86;12;57484750;4,96;146;219,59;48;131;1457,3;-1,6;;;428,00;;418,09;92,4;26;32,0;;100;;;
19/11/24 ; 02:42:42;;606,6;83,1;1781;86;13;57484750;5,00;;224,93;;;1471,7;0,5;;;429,68;;;92,4;26;32,0;;100;;;
19/11/24 ; 02:42:47;;607,4;85,6;1839;85;;57484875;4,96;144;224,84;47;131;1583,5;5,4;;;428,28;;399,00;;;;;100;;;
19/11/24 ; 02:42:52;;611,6;85,6;1833;86;12;57485000;4,96;;223,40;;;1565,4;12,6;;;;0,00;;;;;;100;;23,56;
19/11/24 ; 02:42:57;;616,7;83,7;1801;86;12;57485125;4,97;;215,09;;;1538,4;18,0;;;415,87;;;;;;;100;;23,50;15247
19/11/24 ; 02:43:02;;619,2;85,2;1844;83;12;57485250;4,96;148;223,59;48;131;1599,9;20,1;;;409,87;;415,87;92,4;26;;;77;91;;
19/11/24 ; 02:43:07;;619,4;80,6;1743;0;22;57485375;4,97;;251,99;;131;28,5;14,3;;;;0,00;;;;;;0;;;
19/11/24 ; 02:43:10;;618,4;79,8;1695;26;8;57485375;4,97;;71,46;;131;38,8;13,1;;;407,09;;419,37;;;32,0;;31;;;
19/11/24 ; 02:43:14;;615,5;79,2;1711;50;9;57485500;4,97;64;87,93;50;;221,6;5,5;;;;;;;;32,0;;44;;23,65;
19/11/24 ; 02:43:19;;609,8;84,8;1822;0;22;57485625;4,96;;159,50;;;75,5;13,0;;;406,68;;;;;32,0;;0;;23,50;
19/11/24 ; 02:43:24;;605,2;83,0;1783;0;22;57485750;5,00;4;251,99;50;131;9,0;7,3;;;408,09;;418,18;92,4;26;32,0;;0;89;;
19/11/24 ; 02:43:29;;602,3;83,1;1804;16;;57485875;5,00;;79,21;;;6,8;-30,4;;;;0,00;;;;;;22;;23,71;
19/11/24 ; 02:43:34;;596,1;89,0;1913;0;;57486000;5,00;;251,99;;;130,1;21,8;;;409,18;;;;;;;0;;23,53;
19/11/24 ; 02:43:39;;592,1;88,5;1896;0;22;57486125;5,00;2;251,99;50;131;7,8;6,3;;;412,28;0,00;399,59;;;32,0;;0;;;
19/11/24 ; 02:43:44;;587,5;87,0;1861;0;22;57486250;5,00;4;251,99;52;;3,3;3,9;;;;0,00;389,50;;;;;0;90;23,68;
19/11/24 ; 02:43:49;;583,2;85,0;1819;0;;57486375;5,00;;251,99;;;2,5;3,0;;;412,09;0,00;387,28;;;32,0;;0;;23,68;
19/11/24 ; 02:43:52;;580,7;89,0;1899;85;13;57486375;5,00;;230,28;;;1190,1;-27,1;;;;0,00;;;;;;74;;23,68;
19/11/24 ; 02:43:57;;578,3;91,7;1976;0;22;57486500;5,00;32;251,99;46;131;43,5;9,3;;;412,87;;378,37;92,4;26;32,0;;0;89;;
19/11/24 ; 02:44:02;;574,7;90,8;1974;11;10;57486625;5,00;0;58,96;50;131;16,2;3,9;;;409,37;0,00;371,59;;;32,0;;28;;;
19/11/24 ; 02:44:07;;580,3;90,2;1938;61;14;57486750;5,00;;232,37;;;858,5;-5,2;;;;0,00;;;;;;57;;23,43;
19/11/24 ; 02:44:12;;584,1;89,0;1910;53;13;57487000;5,00;;172,59;;131;652,3;1,6;;;398,78;;364,59;;;32,0;;54;;23,31;
19/11/24 ; 02:44:17;;585,0;88,1;1885;64;13;57487000;5,00;130;241,53;47;131;764,2;-0,5;;;385,28;0,00;352,50;92,4;26;;;62;91;;
19/11/24 ; 02:44:22;;588,7;87,3;1887;85;;57487250;5,00;;221,78;;;1495,6;24,0;;;;0,00;;;;;;79;;23,15;
19/11/24 ; 02:44:27;;592,2;82,8;1782;86;;57487250;5,00;144;210,75;48;131;1502,6;31,7;;;366,87;;346,37;92,4;26;32,0;;99;92;;
19/11/24 ; 02:44:32;;601,3;80,0;1715;86;;57487375;5,00;146;212,09;48;;1442,6;32,8;;;358,50;0,00;357,68;;;;;100;91;;
19/11/24 ; 02:44:37;;604,9;80,1;1723;86;12;57487500;5,00;;206,75;;;1440,0;31,2;;;355,87;0,00;;;;32,0;;100;;;
19/11/24 ; 02:44:40;;606,2;80,2;1729;86;12;57487625;5,00;146;206,96;48;131;1465,6;30,0;;;;0,00;380,37;;;;;100;;;
19/11/24 ; 02:44:42;;607,7;79,3;1709;85;12;57487625;5,00;146;204,71;48;131;1468,0;29,4;;;355,87;;380,37;;;32,0;;100;;;
19/11/24 ; 02:44:45;;610,1;77,5;1679;85;12;57487750;5,00;;202,53;;;1489,0;27,9;;;;;;;;;;100;;23,03;
19/11/24 ; 02:44:50;;616,0;73,8;1590;86;11;57487750;5,00;146;203,65;49;131;1548,6;24,1;;;363,28;;392,87;92,4;26;32,0;;100;;;
19/11/24 ; 02:44:55;;621,6;71,6;1650;19;12;57487875;5,00;148;91,75;49;;1348,5;19,9;;;;0,00;402,59;;;;;28;92;;
19/11/24 ; 02:44:59;;626,2;68,6;1902;84;13;57488000;5,00;154;223,09;49;131;1598,7;20,1;;;377,28;;405,28;;;32,0;;100;;22,93;
19/11/24 ; 02:45:02;;628,5;69,1;1913;84;13;57488000;4,96;;221,84;;131;1592,8;25,1;;;;0,00;;;;;;100;;22,93;
19/11/24 ; 02:45:07;;632,8;71,0;1964;83;13;57488125;4,97;;227,59;;131;1501,1;21,8;;;394,59;;;92,4;26;32,0;;100;;;
19/11/24 ; 02:45:10;;634,7;71,1;1984;83;;57488250;4,97;;230,12;;;1425,9;19,6;;;;0,00;;;;;;100;;;
19/11/24 ; 02:45:15;;639,0;71,0;1959;83;13;57488250;4,97;;223,43;;;1499,5;16,3;;;402,37;;;;;32,0;;100;;22,78;
19/11/24 ; 02:45:20;;643,5;71,2;1976;82;13;57488375;4,97;150;226,87;49;131;1446,0;12,5;;;410,18;0,00;419,50;92,4;26;32,0;;100;;;15248
19/11/24 ; 02:45:25;;648,8;71,6;1982;82;13;57488500;4,97;;228,93;;;1466,0;10,3;;;;0,00;;;;;;100;;;
19/11/24 ; 02:45:30;;653,4;73,3;2021;82;;57488625;4,96;;234,46;;;1397,3;7,1;;;415,87;;;92,4;26;;;100;;22,65;
19/11/24 ; 02:45:35;;657,9;73,5;2034;81;13;57488750;4,97;148;237,71;49;131;1405,6;5,4;;;421,59;;429,37;92,4;26;;;100;93;;
19/11/24 ; 02:45:40;;663,1;73,8;2035;82;14;57488750;4,96;;234,75;;;1402,5;4,9;;;;0,00;;;;;;100;;22,62;
19/11/24 ; 02:45:45;;668,0;73,8;2041;81;13;57488875;4,96;;236,21;;;1439,8;3,9;;;426,50;;;;;32,0;;100;;22,53;
19/11/24 ; 02:45:50;;673,0;66,5;1901;0;12;57489000;4,97;32;251,99;48;131;184,3;17,6;;;;;436,00;92,4;26;;;0;92;;
19/11/24 ; 02:45:55;;675,7;56,6;1580;0;21;57489125;4,97;;34,75;;;116,8;-12,5;;;;0,00;;;;;;0;;;
19/11/24 ; 02:46:00;;676,6;50,3;1886;0;10;57489125;4,96;;251,99;;131;4,9;4,9;;;426,87;;432,78;92,4;26;32,0;;0;;;
19/11/24 ; 02:46:05;;675,1;43,5;1653;0;22;57489250;4,97;6;251,99;51;131;289,6;-19,3;;;426,09;0,00;430,50;92,4;26;;;0;89;;
19/11/24 ; 02:46:10;;673,3;27,2;786;9;6;57489250;4,96;;12,31;;;12,6;3,9;;;;0,00;;;;;;0;;22,96;
19/11/24 ; 02:46:15;;670,7;1,5;767;10;6;57489250;4,96;4;10,06;49;;245,9;2,1;;;;;426,78;92,4;26;;;0;;23,03;
19/11/24 ; 02:46:20;;669,0;0,0;752;10;6;57489250;4,97;4;11,50;49;131;274,9;4,0;;;423,37;;;;;;;0;90;;
19/11/24 ; 02:46:25;;669,4;4,6;1163;27;;57489250;4,97;22;32,81;49;;295,8;3,6;;;;0,00;;;;;;24;;;
19/11/24 ; 02:46:30;;668,4;20,5;1780;52;;57489375;4,96;;174,56;;;553,0;-20,1;;;424,18;;;;;32,0;;44;;23,56;
19/11/24 ; 02:46:35;;667,2;29,7;1627;78;9;57489375;4,97;0;198,28;48;131;1132,2;-43,5;;;427,78;;404,18;92,4;26;;;100;88;;
19/11/24 ; 02:46:40;;665,7;47,1;1700;86;13;57489375;4,97;;219,78;;;1291,7;-16,1;;;;0,00;;;;;;100;;23,43;
19/11/24 ; 02:46:45;;665,6;60,2;2195;79;14;57489500;4,97;;251,99;;131;1236,9;-5,4;;;426,28;;383,18;92,4;26;32,0;;88;;;
19/11/24 ; 02:46:50;;667,1;63,0;1741;86;12;57489500;4,97;146;216,15;47;;1450,7;-4,9;;;;0,00;;;;;;100;93;;
19/11/24 ; 02:46:55;;670,5;67,0;1853;84;13;57489625;4,96;;223,43;;;1573,0;2,7;;;;0,00;;;;;;72;;23,25;
19/11/24 ; 02:46:59;;671,3;69,1;1913;53;13;57489750;4,96;140;216,81;47;131;864,2;8,3;;;396,50;;391,50;92,4;26;32,0;;53;92;;
19/11/24 ; 02:47:02;;671,0;67,6;1878;0;13;57489750;4,96;;203,46;;;74,3;18,3;;;;0,00;;;;;;0;;23,28;
19/11/24 ; 02:47:07;;671,4;60,7;1711;0;;57489875;4,97;2;251,99;50;;10,6;11,3;;;390,09;;398,00;;;;;0;89;;
19/11/24 ; 02:47:12;;669,6;56,0;1537;0;;57490000;4,96;0;251,99;52;131;5,7;7,8;;;;0,00;397,50;;;;;0;;23,50;
19/11/24 ; 02:47:17;;668,7;39,6;1099;0;7;57490000;4,97;;16,93;;;2,9;2,4;;;;0,00;;;;32,0;;0;;;
